before_low;before_up;after_low;after_up
5.2093573;40.48418;0.45399842;2.450091
4.140671;74.219666;0.46517798;4.83196
3.9176311;67.54002;0.4236734;4.3913965
4.900278;54.80891;0.47024912;3.3552217
3.572625;57.209133;0.37571484;3.846681
5.1104016;37.26547;0.4728284;2.453566
4.061703;57.696716;0.39786747;3.5755196
4.2298293;66.44386;0.438688;4.1477203
3.9930978;56.390278;0.38384163;3.4559278
5.3780017;38.135094;0.5300902;2.6572955
4.069383;66.32803;0.44834274;4.420886
4.1578164;56.762146;0.40016714;3.469808
3.9909742;66.59754;0.4195133;4.2223587
4.9760404;49.341377;0.44721425;2.9169533
4.155573;49.50299;0.38265014;3.022143
4.542601;52.493053;0.4428091;3.3243234
3.94165;52.714737;0.37768745;3.294279
4.263933;49.018536;0.39046985;2.981473
4.5097213;65.084145;0.47068805;4.1101193
4.3423376;65.91812;0.47021037;4.3130546
4.314293;65.39379;0.44163066;4.047315
4.5301723;51.147705;0.42534006;3.1419468
4.0874467;61.14393;0.4038395;3.7453964
3.8139873;64.14981;0.39949733;4.1158237
4.9865127;46.600803;0.4366911;2.729064
4.0908074;72.7699;0.46562725;4.843295
4.385917;46.047543;0.3960594;2.8099098
4.2665596;50.21137;0.38303077;2.9695754
4.5837445;46.660908;0.40573454;2.772853
4.020084;64.616585;0.42064363;4.1219516
3.8706102;62.474926;0.3994959;3.9829903
5.009919;41.770954;0.46887425;2.702803
4.2008033;57.470627;0.40783286;3.5285223
3.9433434;68.11151;0.43151835;4.468359
4.348783;53.860462;0.40552366;3.236534
3.9125788;49.796562;0.38023704;3.2163122
4.2721176;64.92123;0.45748278;4.2251697
4.213238;45.754913;0.41554064;3.069416
3.995637;69.85997;0.43166205;4.4759073
3.7286763;59.573055;0.37875745;3.8041394
3.7343378;59.127956;0.38138327;3.8067183
4.2338786;61.488186;0.44834846;4.0352674
4.4022064;55.8021;0.4178649;3.3738024
5.3131337;40.985165;0.4671774;2.492292
3.636194;60.25791;0.3733194;3.8787615
4.217108;61.1788;0.42555976;3.825452
5.1885242;37.98546;0.45178542;2.3363054
4.116546;64.720825;0.44789886;4.294341
4.68073;50.599434;0.42377985;2.9992182
4.512391;55.48441;0.4337454;3.4015284
3.8317583;63.455814;0.3894888;3.9606206
3.9913006;59.80229;0.4038467;3.7883813
3.822169;62.323307;0.40482572;4.087552
4.203809;72.31056;0.5061724;5.1139665
4.0528407;54.127357;0.3941563;3.4019022
3.8768563;50.067352;0.38493142;3.3020515
4.6757975;44.755596;0.42958277;2.795438
4.5674806;51.770813;0.41786572;3.0828922
3.8591459;66.45544;0.4269859;4.4550285
4.2151866;58.36441;0.41857302;3.6486042
4.187753;44.286537;0.3672604;2.6573448
4.1626105;52.206676;0.3981611;3.2597487
5.5311112;24.157112;0.54215986;1.84492
3.7917874;54.392754;0.38071334;3.536978
4.3146515;72.97335;0.48986673;4.828064
4.1550956;71.40992;0.45793253;4.6253247
4.362714;77.32042;0.51709914;5.228343
4.054797;52.65859;0.39016482;3.3026257
4.3673496;60.500282;0.46509877;4.0116363
4.0091143;64.004;0.41968608;4.09953
4.2189565;62.471096;0.4395595;4.0084558
5.1833982;40.107296;0.44585112;2.4014244
4.521675;51.40912;0.41710702;3.0959792
3.895761;61.317326;0.39551282;3.867346
4.2839212;59.14721;0.42829835;3.7041202
4.127345;56.202496;0.42148927;3.6673687
4.399502;61.19572;0.4454196;3.8323483
4.2034817;65.88586;0.43732747;4.140505
4.4656134;49.301426;0.4107608;3.001186
4.14933;43.194614;0.3640481;2.6125417
5.394218;35.23191;0.5236848;2.4647396
4.561864;68.97996;0.5023912;4.506508
4.364135;49.777245;0.45408303;3.4363112
3.9649754;61.954723;0.39664724;3.8311403
3.7747457;57.502907;0.36852482;3.5652232
4.1117435;52.139576;0.4304287;3.578568
6.5363355;31.694773;0.5597225;1.9752998
4.726257;53.386658;0.49361727;3.6059968
3.731915;61.838783;0.3911087;4.025965
3.6529057;56.24891;0.35198545;3.4703164
3.9753582;69.38136;0.43050373;4.4691215
3.6445987;54.60515;0.35466486;3.437766
3.6223307;58.671043;0.40452886;4.162316
3.8731866;56.802933;0.4277168;4.017125
3.706142;57.65718;0.4057091;4.0266232
4.275563;53.886253;0.39828095;3.2364078
4.1687236;66.628525;0.4409337;4.243829
3.984132;62.96567;0.40207374;3.9058204
4.4626994;58.67927;0.4477792;3.6923203
3.9187152;56.8075;0.38198918;3.52612
4.217256;69.7168;0.4647875;4.5550447
4.350903;60.19519;0.4273481;3.6756337
3.934522;63.736366;0.4487507;4.476026
4.068793;54.81472;0.38089532;3.2970867
4.4474244;49.703335;0.44728553;3.3110552
4.6489544;54.840626;0.44500875;3.3560553
4.296483;53.85433;0.40305698;3.2581453
4.8197265;54.01728;0.45534414;3.2718365
3.9714189;63.893272;0.41421935;4.08087
3.8542163;62.38578;0.41617107;4.1722155
3.8271194;54.21191;0.37193894;3.4104512
4.0890894;67.53396;0.4412658;4.37395
3.871841;56.500214;0.38345963;3.5735965
5.0678663;42.528534;0.44508064;2.562908
4.366855;41.749104;0.46006393;3.0727792
4.591284;52.096756;0.42508677;3.133815
4.506136;49.018692;0.41285896;2.9759555
4.244172;60.769962;0.4294035;3.8182511
4.013036;65.71079;0.42954028;4.2662086
4.184019;61.569275;0.41891512;3.8110285
4.3633947;58.24495;0.43269178;3.6331966
4.6337357;50.65547;0.41862285;2.9962008
4.40782;53.53368;0.41440618;3.2489057
4.3202257;62.85444;0.44857594;4.005866
3.7085068;52.270626;0.3495083;3.2270212
4.0694947;53.423534;0.43167007;3.6899831
3.9564035;58.986378;0.40066046;3.7592978
4.4973445;57.45448;0.50068426;4.0573726
4.813631;38.97183;0.4405269;2.5153873
4.0989537;56.103844;0.39126953;3.4158196
3.765006;56.298744;0.36415344;3.4821284
4.0432973;56.202553;0.39125812;3.4704833
4.0592227;67.84082;0.4397456;4.4054737
3.8067915;51.663433;0.36154005;3.2240212
4.0869265;60.80966;0.40411913;3.735394
4.099464;61.196667;0.42641318;3.95359
4.571992;56.803467;0.44688988;3.5134356
4.0675063;65.46641;0.41828793;4.0795016
4.653912;53.94875;0.4426721;3.2975302
4.0199137;55.709934;0.379026;3.3592978
4.4042826;51.995266;0.40860894;3.1420925
4.0045733;61.398975;0.42842278;4.083903
3.735674;63.23505;0.37901258;3.9478362
4.70105;63.987904;0.49910337;4.1316705
4.5956907;55.91524;0.4351566;3.363294
4.282434;63.950294;0.45242557;4.1257796
3.7766657;64.23387;0.40565524;4.2304873
4.105705;61.26294;0.4146948;3.8366516
4.984392;34.889606;0.44563237;2.256884
4.8461018;49.50515;0.4654424;3.1356614
5.327943;48.39209;0.4790233;2.8691483
5.410701;30.428787;0.5018618;2.1003718
4.204616;61.050648;0.41384533;3.722708
4.2424636;57.293396;0.4144802;3.5430522
4.5632806;57.84002;0.44564688;3.5525572
6.0503387;29.758667;0.5348872;1.9524584
4.2084384;56.370556;0.4205471;3.5897593
5.1245313;41.28948;0.4429684;2.4666803
3.9731054;54.38531;0.39671558;3.5101607
4.035193;51.793964;0.3978964;3.3503146
4.238863;66.642494;0.46477365;4.404423
3.716178;59.937836;0.384831;3.8972225
4.40528;59.053738;0.43223813;3.624349
4.6367974;45.489044;0.45828894;3.0508811
4.6669903;58.78193;0.4679013;3.6860445
4.5491295;46.50933;0.44598466;3.0756993
4.794606;47.565685;0.42983773;2.8415878
4.145722;61.48155;0.42583364;3.9119377
4.429485;67.91833;0.47525162;4.3484883
4.39897;57.624424;0.451541;3.7384992
4.232706;56.125607;0.43528345;3.687034
3.9801908;68.038536;0.4408378;4.5206695
3.791445;62.84253;0.4216753;4.326147
3.8776994;63.672684;0.39915407;4.019954
4.4532127;52.08733;0.4129583;3.1428542
4.379485;42.063133;0.38435462;2.558132
4.1607976;68.432846;0.44571683;4.373128
5.0229363;42.23541;0.49364516;2.865252
4.4505877;67.12344;0.47987822;4.338215
4.712086;53.9271;0.45878404;3.3755116
5.056944;50.07445;0.46285284;3.0004148
4.120309;59.331036;0.4097946;3.6973948
4.1556005;61.40526;0.417333;3.8176033
4.4026537;53.77902;0.41850525;3.2965155
4.161277;64.44089;0.43762657;4.130994
4.0708833;54.945343;0.45154536;3.9396935
3.7450418;53.69487;0.3631743;3.3836622
3.955786;58.040726;0.38640758;3.5827522
4.097918;70.05646;0.457288;4.6341887
4.0241528;59.119118;0.41712773;3.8548203
4.2160473;67.20934;0.45504323;4.3562026
5.2080383;39.449383;0.4967712;2.6384587
4.8335;52.54488;0.45127457;3.1719174
4.4578366;56.328125;0.4324243;3.4702995
4.5920534;58.985203;0.477988;3.8445506
3.6995595;61.137875;0.3726761;3.8361232
3.9685044;67.77883;0.42309394;4.333571
4.7807894;58.005356;0.50720096;3.871748
3.634529;59.55062;0.36218384;3.7314389
4.6444902;55.651836;0.46557418;3.5556781
4.3159227;61.58749;0.4450405;3.9256368
4.351912;72.16041;0.48982632;4.7499647
4.460825;54.067482;0.45369294;3.5470393
4.2639737;62.862404;0.44053933;3.9876301
4.0990763;72.86869;0.4588291;4.762276
4.4531617;65.020515;0.47094575;4.1668797
4.170336;56.277378;0.43556634;3.7560396
3.9278247;66.280106;0.41769966;4.263873
3.6769311;53.511696;0.37661377;3.575562
4.217064;67.71242;0.43255553;4.1491714
4.084703;48.664207;0.4170591;3.3262424
3.9929729;60.360153;0.40761554;3.846603
4.1766095;62.11744;0.43747327;4.0178614
4.9802876;40.786266;0.43962157;2.5017078
4.04559;59.77153;0.39520776;3.6491268
3.9996073;51.374268;0.36475927;3.0739117
3.9347458;67.12139;0.45046458;4.6431284
4.1067095;74.43789;0.496421;5.2312274
4.0793266;60.994564;0.40695748;3.7777026
4.780431;47.918777;0.43001482;2.866626
4.2965727;64.41441;0.47898516;4.3842015
5.1046257;55.161457;0.5073896;3.4879777
4.270714;64.60185;0.44480526;4.091434
4.1631484;63.222736;0.43461818;4.0499015
4.03342;68.96715;0.4467052;4.556188
3.9053063;57.83677;0.3931712;3.6903806
5.1950464;52.758526;0.5142513;3.3676584
4.008359;67.18515;0.42496789;4.283139
4.465646;59.015568;0.4441483;3.6721945
4.067278;56.839794;0.40592635;3.6097188
3.797948;63.952232;0.3984142;4.114859
4.2244153;61.642372;0.4330554;3.907393
4.3367114;56.662178;0.41678143;3.4545019
4.132948;71.73021;0.4658117;4.749581
4.4670587;74.44108;0.5185222;4.9944406
4.0389633;71.90755;0.43277544;4.514692
3.824511;64.35823;0.41047764;4.230297
4.066987;72.45358;0.4491562;4.6806016
3.9320464;53.751667;0.39386988;3.4955904
4.2354946;76.43289;0.49070352;5.0752463
4.142449;47.521065;0.4368551;3.3812866
3.839552;60.463142;0.383813;3.7731676
3.6152947;55.19445;0.37338322;3.684485
4.326501;64.896454;0.4654394;4.242263
4.684652;57.958813;0.46444732;3.6092584
4.0875325;56.99214;0.41781276;3.7064378
5.2716913;44.603676;0.4585896;2.6204479
3.9634478;65.252014;0.4105874;4.106589
4.8336563;54.346592;0.4616653;3.3221025
5.3226886;29.495132;0.51551044;2.1444132
3.8335779;63.874413;0.41145208;4.2097187
4.5416303;42.102287;0.39545646;2.535123
4.5214934;51.870876;0.4182188;3.1235938
3.661065;61.2538;0.3921834;4.0968575
3.6872466;57.924343;0.37001282;3.6893916
4.2507706;54.85079;0.42998138;3.5685008
4.0852156;59.879166;0.4008386;3.6687334
4.0324154;61.883366;0.41632545;3.953814
4.8199787;47.92462;0.4944704;3.2835462
4.403031;54.90904;0.43405855;3.4715042
5.0349646;40.82584;0.46231574;2.6058125
3.6151066;54.769943;0.34151977;3.3413284
4.400064;49.94645;0.4033328;3.0192864
4.483202;50.727814;0.41084605;3.0482595
4.618712;49.683098;0.41762334;2.9597
5.1407847;50.92301;0.47247517;3.0456085
4.2686706;52.603577;0.42546386;3.4159706
3.934576;66.031456;0.44503674;4.537698
4.5597386;56.557495;0.46833232;3.689219
5.3887033;34.61485;0.4756392;2.2052076
4.325225;41.2209;0.3935125;2.6175802
4.0442014;50.309986;0.38375878;3.1559289
3.9682717;48.54521;0.36431164;2.9778519
4.197083;61.73563;0.44043726;4.0089736
4.294063;61.90587;0.45328107;4.03709
4.3367815;76.972404;0.5096051;5.168258
4.2639008;65.63533;0.46383053;4.325354
4.1682544;64.27564;0.43136445;4.055217
5.3547935;45.286934;0.4663216;2.649567
4.7296686;60.056625;0.49617967;3.9164982
4.217106;75.99601;0.5147566;5.3459196
3.8331323;63.23613;0.39209756;3.9779778
4.2819433;71.38535;0.48236662;4.7263007
4.1107364;74.05228;0.462911;4.8388696
5.1221795;23.262194;0.6035274;2.1685731
4.5316944;53.904884;0.42986125;3.290281
6.026996;30.831045;0.56198066;2.1206157
4.0095634;60.70367;0.40223762;3.790629
4.010939;69.46949;0.44597998;4.5967736
3.6744435;57.079464;0.37222004;3.6903546
4.5737348;72.0464;0.51941884;4.7799253
4.135128;55.9214;0.42451248;3.6749785
4.226452;56.772423;0.44347486;3.7941046
3.8824341;57.83805;0.37279075;3.5138752
3.740077;60.84488;0.3703829;3.7553892
5.0155215;45.941864;0.49747378;3.072152
4.1417837;71.99734;0.44397643;4.5155416
3.910323;63.692825;0.40719393;4.0683374
4.392651;64.61671;0.44273064;3.9493334
4.7001038;51.01155;0.42547086;3.014843
5.0546517;51.786606;0.47032884;3.1229932
3.646826;57.600426;0.3827389;3.853067
4.39035;59.93667;0.4383526;3.727099
4.136037;66.43863;0.4323562;4.18571
3.9182045;66.61273;0.4215701;4.330301
4.1948376;59.345512;0.417914;3.7018073
4.3241205;66.90282;0.46357167;4.308643
3.8578603;65.58893;0.4135976;4.274883
3.8804479;53.58712;0.3789792;3.3995266
3.9318855;57.193226;0.37848285;3.495453
3.7495062;57.534714;0.37251726;3.632848
4.1479135;66.83728;0.44417506;4.308279
4.300904;57.511692;0.43172398;3.651334
4.678269;60.806595;0.48706782;3.918843
4.054624;52.152496;0.3748118;3.147549
5.9162254;30.801636;0.5289888;2.0319679
4.34037;74.52761;0.49931988;4.9570026
3.8878684;57.90079;0.37899968;3.5718784
3.5124443;57.02631;0.34056717;3.5295002
4.3354855;51.54531;0.41937703;3.26391
4.347596;69.40688;0.4680616;4.426596
4.4189534;54.73117;0.41535735;3.2962754
3.8514574;60.638638;0.38115484;3.7404609
3.952502;61.907406;0.41595116;4.0376906
4.8505845;51.816032;0.48903915;3.4022093
3.9651968;56.214596;0.39682704;3.597225
3.8489687;52.923798;0.3769784;3.3821087
4.075923;46.17866;0.37879348;2.909134
3.744038;61.224087;0.38282496;3.8981032
4.2630477;56.5377;0.4098104;3.4529302
3.8195941;50.483917;0.35014758;3.0590966
4.720106;59.2309;0.48945132;3.8349013
4.23816;61.75765;0.4496873;4.0548162
3.863451;53.38133;0.39251953;3.533291
4.092895;68.13928;0.44087642;4.389776
3.8947926;66.70611;0.42599198;4.410378
3.9677646;68.405624;0.4207668;4.334167
5.413352;49.73554;0.5541529;3.3421502
4.607508;60.39362;0.468591;3.810001
5.850094;42.412876;0.50255585;2.480968
4.140356;69.60453;0.44756705;4.462356
4.0165753;57.41945;0.40584838;3.6827962
3.920724;59.25625;0.40967456;3.8969584
3.9292688;59.06177;0.38108692;3.5979357
3.6135044;57.1023;0.34365478;3.4589489
3.8938515;65.54283;0.44407347;4.557532
4.17396;49.956207;0.38228875;3.023798
4.632803;63.151886;0.4868683;4.056483
4.207829;70.51163;0.4614114;4.5630326
4.326579;53.79349;0.40877214;3.27876
4.1569815;72.40865;0.47516674;4.847133
4.542185;37.67607;0.42726198;2.5302277
5.1466336;46.935905;0.45472467;2.763592
4.145843;64.43401;0.43479338;4.119347
