before_low;before_up;after_low;after_up
4.387044;42.03583;0.6027951;4.0709095
4.5987897;52.232655;0.57452416;4.289389
4.505905;49.01478;0.5618093;4.0999484
4.2534223;60.992664;0.5762694;5.200053
4.024183;66.026535;0.54606175;5.493787
4.1967874;61.886765;0.51763433;4.756729
4.372948;58.456264;0.5523208;4.690646
4.656224;51.04493;0.601716;4.3722253
4.427963;53.92769;0.56561273;4.4946795
4.3304715;63.108593;0.56753343;5.1290402
3.7179418;52.481236;0.45653224;4.2620177
4.0737743;53.513454;0.53093916;4.582171
3.959791;59.070038;0.52699214;5.010624
4.513797;57.80183;0.5708561;4.655914
4.826197;39.120544;0.64071214;3.7084692
4.115261;56.468086;0.517652;4.5756392
3.780181;56.66821;0.5068444;4.921013
4.0551233;56.470646;0.5014445;4.4969416
4.0687933;68.12115;0.5405499;5.4764495
3.8196847;51.939857;0.5121757;4.636832
4.090783;60.905933;0.5134515;4.7999597
4.110313;61.46937;0.555589;5.220844
4.5803113;56.973503;0.6033549;4.8105607
4.075741;65.695335;0.538593;5.3219547
4.670934;54.268066;0.62236965;4.7079215
4.0265822;55.860012;0.5013;4.497454
4.4152355;52.201157;0.5516334;4.2955184
4.0025063;61.345707;0.49066934;4.708263
3.7432284;63.452194;0.47531345;5.0061626
4.7164245;64.34886;0.6323906;5.3009305
4.6104226;56.20877;0.60317093;4.7315593
4.2943807;64.25648;0.5650662;5.2126627
3.7826006;64.40636;0.48232126;5.0746655
4.1116724;61.41284;0.5391768;5.0530815
5.0078373;35.123043;0.70666695;3.6367097
4.8601594;49.73115;0.65029573;4.4448767
5.343622;48.61568;0.7026222;4.2755547
5.4495206;30.730646;0.823062;3.5032868
4.2111855;61.21118;0.5032896;4.5683084
4.2481155;57.418884;0.5614633;4.8680944
4.569155;57.963276;0.58203816;4.6975656
6.0906906;30.033487;0.9292814;3.4558065
4.227381;56.785942;0.5287687;4.560797
5.144595;41.53068;0.67580247;3.8219345
3.972257;54.36664;0.48854914;4.362318
4.051898;52.13393;0.5329004;4.54509
4.2467227;66.857834;0.54131866;5.171465
3.726878;60.225044;0.46859863;4.790368
4.413544;59.238285;0.580349;4.9351683
4.652382;45.722713;0.6009324;4.044857
4.690213;59.270714;0.6137117;4.898421
4.566027;46.775024;0.6018615;4.2026525
4.81896;47.941223;0.61117125;4.097142
4.1572204;61.76934;0.5557101;5.1737943
4.433813;68.03503;0.6028855;5.5890703
4.4121037;57.90863;0.556613;4.654018
4.2391706;56.26548;0.54737127;4.6864295
3.9826195;68.11122;0.48942053;5.046589
3.7965152;62.984894;0.46775755;4.8240604
3.8871713;63.93797;0.5270709;5.3847933
4.4668365;52.34145;0.5670142;4.3735666
4.3935704;42.26444;0.5724953;3.8662333
4.1754265;68.85683;0.52583295;5.2044654
5.0452476;42.51698;0.6937853;4.0827956
4.460267;67.37921;0.6040554;5.5300865
4.7162933;54.004925;0.5835537;4.33896
5.074113;50.343716;0.65344423;4.297482
4.134321;59.66709;0.50102234;4.5623894
4.165809;61.659725;0.51539737;4.7622476
4.415824;54.038273;0.58952814;4.7155313
4.161945;64.45863;0.5223051;4.974488
4.07928;55.128616;0.5164403;4.534643
3.7485638;53.775543;0.44835043;4.21441
3.9655476;58.27678;0.5094046;4.7838483
4.10561;70.28996;0.51969343;5.3036304
4.0297713;59.256084;0.5469004;5.122459
4.2259297;67.48483;0.54838794;5.3023767
5.226577;39.656307;0.7301325;3.9361515
4.839186;52.64404;0.6337868;4.5213118
4.466422;56.505848;0.5893219;4.797669
4.602793;59.21545;0.56889427;4.6138396
3.701826;61.200596;0.47975174;4.9989777
3.9725502;67.899635;0.53976166;5.6023445
4.7838984;58.067978;0.5864637;4.50781
3.6334403;59.521084;0.4252893;4.4131813
4.6520977;55.80079;0.5553919;4.2749524
4.3257337;61.82428;0.5701402;5.091961
4.3537765;72.21608;0.58859813;5.769034
4.4738173;54.32188;0.5943006;4.7049336
4.27383;63.109993;0.56946844;5.22264
4.105005;73.05887;0.5470707;5.7360134
4.4535947;65.031425;0.59402937;5.320709
4.1826153;56.54812;0.5163377;4.487593
3.933706;66.452065;0.51876515;5.3564773
3.6848848;53.69641;0.4377122;4.1825476
4.2240868;67.91009;0.4970668;4.8009257
4.0948353;48.85156;0.511078;4.110924
3.9892051;60.26507;0.48605153;4.6248055
4.180198;62.2078;0.53388083;4.952128
5.0046897;41.08307;0.6672515;3.856043
4.0511837;59.90927;0.4911386;4.580039
4.0096064;51.577084;0.5014354;4.281076
3.9406252;67.29608;0.54194003;5.6446548
4.099031;74.1851;0.51992667;5.493901
4.088921;61.235733;0.54481137;5.130394
4.789403;48.058636;0.6234964;4.2192955
4.299364;64.486336;0.5578804;5.1477723
5.115014;55.345257;0.66644824;4.639813
4.281845;64.89193;0.5520223;5.134032
4.167952;63.347076;0.5333226;5.021019
4.0448575;69.312225;0.5336597;5.4968553
3.9161794;58.10173;0.5297564;5.044236
5.201399;52.86255;0.6916206;4.590976
4.0176992;67.4583;0.52243006;5.3231573
4.481701;59.369564;0.55321276;4.6208506
4.0729876;56.970352;0.51788354;4.6570926
3.79242;63.793755;0.45590517;4.739622
4.2215443;61.5717;0.5414418;4.939237
4.345965;56.86044;0.5363575;4.495754
4.1425543;72.02942;0.5482952;5.6429687
4.477616;74.76296;0.61469364;5.9822583
4.0446234;72.088264;0.48655576;5.1072617
3.8389509;64.7746;0.47188735;4.897315
4.080172;72.876945;0.52375317;5.50508
3.9399908;53.925686;0.48231497;4.3184056
4.233651;76.37164;0.57764673;6.034285
4.152207;47.69355;0.564576;4.4194045
3.8449612;60.6054;0.48918617;4.864799
3.6175919;55.25093;0.42760855;4.24468
4.339806;65.241196;0.5658748;5.2108674
4.6913753;58.0968;0.6177389;4.866233
4.096779;57.203465;0.54229146;4.870795
5.299368;44.96214;0.6890144;3.9992864
3.9730449;65.52437;0.49496606;4.9971027
4.848944;54.625927;0.6229689;4.543169
5.3577437;29.761473;0.8175749;3.4550662
3.835258;63.92213;0.48397142;4.992522
4.559473;42.349;0.6200849;4.0426955
4.5304585;52.034664;0.5820873;4.4089375
3.6645532;61.351532;0.45014372;4.733856
3.6973352;58.184685;0.4674288;4.711263
4.2682586;55.216652;0.57098055;4.801914
4.1019783;60.28985;0.5251764;4.8684587
4.040629;62.09629;0.55063975;5.304487
4.8279243;48.047512;0.61870885;4.148127
4.4028974;54.906338;0.5869384;4.7599664
5.067148;41.214016;0.67212605;3.8421412
3.622736;54.955788;0.44194508;4.3713627
4.412617;50.170307;0.5724658;4.348047
4.492295;50.890358;0.5712651;4.2967567
4.6260934;49.807808;0.6003034;4.31842
5.160123;51.22847;0.6787873;4.4441056
4.2870264;52.9651;0.5427777;4.404716
3.9401798;66.194176;0.49413145;5.0662513
4.5709457;56.78589;0.57167536;4.5451827
5.4199862;34.90147;0.7671305;3.6163478
4.334625;41.35327;0.5490897;3.6966345
4.059193;50.60274;0.51203614;4.2614636
3.9744656;48.66252;0.48374012;3.9980133
4.2091217;62.03516;0.54266584;4.991259
4.297576;61.991566;0.5477557;4.9248176
4.3433123;77.18711;0.5824477;5.955589
4.268298;65.752525;0.5570981;5.2458534
4.175241;64.46054;0.53966415;5.1313834
5.3753433;45.554276;0.707961;4.0888524
4.7396383;60.2696;0.611343;4.8757033
4.234975;76.589806;0.56456316;5.896789
3.8364801;63.32994;0.49838248;5.117134
4.285895;71.503395;0.54868066;5.415019
4.1051807;73.8708;0.53623134;5.6529884
5.1657257;23.519775;0.93290937;3.4039068
4.5443335;54.147667;0.59814465;4.64633
6.066773;31.115067;0.91532636;3.513552
4.0190597;60.944767;0.51258683;4.8869843
4.0129976;69.53246;0.5032919;5.2214828
3.6748927;57.090843;0.4316013;4.3071055
4.5789948;72.19592;0.6245427;5.8099604
4.150678;56.264244;0.53378505;4.6704392
4.2391815;57.052856;0.5235137;4.513542
3.8914647;58.059303;0.49362284;4.7124104
3.7489514;61.08651;0.45594424;4.667565
5.0274954;46.110603;0.64813566;4.0465302
4.148527;72.20793;0.50874573;5.212168
3.9154932;63.836414;0.5192139;5.2524805
4.407494;64.993576;0.5242103;4.714441
4.712456;51.224308;0.6156872;4.431142
5.069475;52.02983;0.6661588;4.490814
3.653213;57.76561;0.4930614;5.0252857
4.396935;60.087193;0.59007066;5.090801
4.1501036;66.83192;0.55390006;5.4332376
3.9256985;66.83397;0.53387314;5.554469
4.199718;59.460426;0.5562464;4.995539
4.328116;67.01072;0.5101535;4.7645493
3.8604305;65.66422;0.50279665;5.2501373
3.8926587;53.85707;0.48825276;4.4281616
3.9379485;57.337666;0.4946501;4.623491
3.7605615;57.812874;0.46305427;4.5603395
4.151062;66.92564;0.54770195;5.372212
4.3132334;57.78355;0.54336745;4.6448216
4.696273;61.20243;0.6125899;4.9856524
4.0606327;52.275158;0.49362126;4.1922565
5.948328;31.034492;0.89414406;3.4967575
4.3501616;74.834915;0.55393964;5.5324273
3.8964257;58.11047;0.4981483;4.754066
3.5183146;57.181572;0.43216026;4.5260024
4.3412614;51.654182;0.55350316;4.35935
4.355045;69.617775;0.56250477;5.3730884
4.43543;55.062305;0.5772866;4.6488957
3.861093;60.892532;0.47184542;4.6764894
3.961516;62.14576;0.5398944;5.3116074
4.86379;52.041477;0.6490074;4.573598
3.974988;56.440735;0.5255461;4.8268423
3.862657;53.22376;0.46951482;4.2516913
4.078784;46.22809;0.5141439;3.9957469
3.7552302;61.53124;0.46630436;4.793045
4.275324;56.8044;0.57073367;4.883192
3.825346;50.602966;0.4640115;4.0994873
4.744929;59.75329;0.6275093;4.9776134
4.2436967;61.894047;0.533038;4.8470387
3.8707635;53.542717;0.50396204;4.587785
4.1015706;68.39292;0.54307747;5.4688973
3.9033353;66.96032;0.53365666;5.593719
3.981605;68.82519;0.5339845;5.5719724
5.4262724;49.92372;0.6990956;4.2599697
4.6269903;60.824226;0.5996326;4.934792
5.8705916;42.638073;0.7912049;3.974392
4.1421227;69.6571;0.5659355;5.717091
4.032723;57.79903;0.48005226;4.3890896
3.9231982;59.318256;0.48955637;4.696421
3.9394684;59.316032;0.48210722;4.6004024
3.6172993;57.20011;0.43140766;4.384922
3.8964405;65.617935;0.49465984;5.105921
4.1845894;50.15558;0.5404586;4.3362203
4.6512594;63.58351;0.61506706;5.186964
4.21638;70.76708;0.5601657;5.600145
4.338784;54.037846;0.5688748;4.6300893
4.1619635;72.564896;0.5515548;5.6751504
4.5669084;37.97256;0.61476755;3.6887088
5.1617856;47.15031;0.67692775;4.1800704
4.157817;64.75391;0.55514115;5.326996
