iteration;loss
383;0.053974673
384;0.051403794
385;0.04985581
386;0.05302489
387;0.050798908
388;0.05502674
389;0.05341969
390;0.0497944
391;0.049817435
392;0.05088721
393;0.04832328
394;0.05544999
395;0.052366883
396;0.05065103
397;0.04623059
398;0.04978173
399;0.052500024
400;0.04771872
401;0.049054563
402;0.050094366
403;0.049864348
404;0.05393128
405;0.05007735
406;0.056133352
407;0.050268583
408;0.05098317
409;0.04607818
410;0.04931143
411;0.05128812
412;0.053030215
413;0.047448665
414;0.049359404
415;0.048268363
416;0.04945542
417;0.04887984
418;0.045464613
419;0.04569998
420;0.049098957
421;0.053424463
422;0.04718449
423;0.051143575
424;0.04643119
425;0.048575953
426;0.044489488
427;0.04748617
428;0.04967733
429;0.046246428
430;0.050280653
431;0.051957995
432;0.049110048
433;0.053210914
434;0.046954393
435;0.048965648
436;0.043958332
437;0.04827818
438;0.04801006
439;0.05325734
440;0.047076307
441;0.04575964
442;0.045292318
443;0.04648234
444;0.048574504
445;0.04735315
446;0.046003662
447;0.049382325
448;0.047132008
449;0.05009467
450;0.051282533
451;0.04874784
452;0.04847703
453;0.048176695
454;0.05124059
455;0.04814119
456;0.04963258
457;0.050783288
458;0.049474034
459;0.045933824
460;0.04889763
461;0.050868817
462;0.04430791
463;0.04735846
464;0.04902809
465;0.052864768
466;0.048062067
467;0.047457643
468;0.04700105
469;0.05445005
470;0.049383514
471;0.05047807
472;0.04109498
473;0.049468562
474;0.048614897
475;0.046921596
476;0.05311551
477;0.045919973
478;0.046048783
479;0.042858027
480;0.05276698
481;0.046353415
482;0.046483
483;0.049573284
484;0.04919073
485;0.04498915
486;0.046253696
487;0.038823612
488;0.049465287
489;0.041476816
490;0.041849114
491;0.05002295
492;0.04653989
493;0.047433276
494;0.041666545
495;0.042840116
496;0.045304324
497;0.045798093
498;0.04424506
499;0.04253663
500;0.0426772
501;0.044704016
502;0.04195901
503;0.04166016
504;0.043971803
505;0.04479641
506;0.047319204
507;0.045144644
508;0.044851325
509;0.04761561
510;0.04487043
511;0.04332754
512;0.042791173
513;0.0456476
514;0.044920936
515;0.0440835
516;0.04793196
517;0.04462708
518;0.046630863
519;0.044037834
520;0.043227896
521;0.04564252
522;0.043940395
523;0.041137893
524;0.048639096
525;0.042757925
526;0.042634025
527;0.03978516
528;0.04029966
529;0.042112894
530;0.043020852
531;0.0427863
532;0.03982556
533;0.041140504
534;0.03851288
535;0.046868093
536;0.041028976
537;0.041547935
538;0.039371777
539;0.03965909
540;0.044856787
541;0.042798646
542;0.04280566
543;0.042136215
544;0.0411707
545;0.03947019
546;0.04187153
547;0.041655213
548;0.046529036
549;0.041447096
550;0.04259397
551;0.043117125
552;0.043532383
553;0.03967301
554;0.037887786
555;0.042222153
556;0.040041886
557;0.041197605
558;0.042361975
559;0.04305256
560;0.040730767
561;0.040694144
562;0.043425635
563;0.043412827
564;0.041286305
565;0.04193939
566;0.037879463
567;0.039853036
568;0.04262291
569;0.0397273
570;0.041525997
571;0.040467896
572;0.039967462
573;0.041185193
574;0.039293453
575;0.039696313
576;0.036616627
577;0.03921464
578;0.03747612
579;0.040104024
580;0.041780815
581;0.04014772
582;0.04387235
583;0.038437422
584;0.039670117
585;0.042486526
586;0.041324914
587;0.040285014
588;0.036765363
589;0.037915446
590;0.036969442
591;0.04016631
592;0.04082729
593;0.04071519
594;0.037750952
595;0.039273202
596;0.04128456
597;0.03944703
598;0.040092867
599;0.03549184
600;0.03825912
601;0.04293773
602;0.04027826
603;0.03999644
604;0.037802167
605;0.040184695
606;0.038689837
607;0.03756982
608;0.03434865
609;0.04167747
610;0.039382413
611;0.042107202
612;0.037849434
613;0.034246333
614;0.03456206
615;0.03859517
616;0.042698465
617;0.03855557
618;0.041500814
619;0.03821041
620;0.039851494
621;0.041454136
622;0.03725726
623;0.041944295
624;0.040723898
625;0.036292166
626;0.041512035
627;0.039387643
628;0.041034773
629;0.04012729
630;0.03934194
631;0.038660355
632;0.039403696
633;0.04376702
634;0.036196627
635;0.0402494
636;0.039174296
637;0.040649556
638;0.033185128
639;0.04402513
640;0.042912595
641;0.037631545
642;0.035978
643;0.042764977
644;0.03683904
645;0.03965509
646;0.03958261
647;0.04190916
648;0.036646806
649;0.036326975
650;0.037127852
651;0.039933357
652;0.03924928
653;0.03842251
654;0.038346708
655;0.03947433
656;0.037438888
657;0.03778426
658;0.036980093
659;0.03765135
660;0.035691325
661;0.039026044
662;0.036526565
663;0.03821919
664;0.037780687
665;0.033691276
666;0.032026224
667;0.03650832
668;0.03855672
669;0.034779184
670;0.03882149
671;0.039546885
672;0.034208976
673;0.035324425
674;0.036286853
675;0.038466875
676;0.03658367
677;0.035848565
678;0.036640156
679;0.036509342
680;0.035630006
681;0.03616511
682;0.03862794
683;0.03671068
684;0.036798768
685;0.038540427
686;0.03678445
687;0.036360875
688;0.03760033
689;0.036783546
690;0.033385277
691;0.035149965
692;0.03350331
693;0.03591086
694;0.034493946
695;0.03228212
696;0.035703454
697;0.034994412
698;0.03480576
699;0.034116372
700;0.034980655
701;0.034601927
702;0.03546918
703;0.035434857
704;0.033928383
705;0.03635127
706;0.031967554
707;0.03545232
708;0.03308367
709;0.032445595
710;0.036736794
711;0.035718504
712;0.033685666
713;0.036772806
714;0.037248515
715;0.033741623
716;0.033660453
717;0.034801565
718;0.031627417
719;0.03662679
720;0.03384362
721;0.03646326
722;0.036419265
723;0.034609813
724;0.038187265
725;0.03578063
726;0.035256796
727;0.037458498
728;0.035473257
729;0.034553595
730;0.033738248
731;0.03134225
732;0.03241539
733;0.03345933
734;0.032602176
735;0.03321384
736;0.03304718
737;0.030839998
738;0.03173197
739;0.033715602
740;0.029122746
741;0.031767115
742;0.035270415
743;0.030709527
744;0.0341328
745;0.033968247
746;0.031490527
747;0.033900905
748;0.033783376
749;0.03161828
750;0.033182785
751;0.032662686
752;0.030688802
753;0.036550682
754;0.03316629
755;0.033365853
756;0.031804267
757;0.030438013
758;0.030990701
759;0.032930065
760;0.030178702
761;0.028619956
762;0.0345348
763;0.032520205
764;0.02962799
765;0.032543022
766;0.03257591
767;0.032855876
768;0.031478755
769;0.029056154
770;0.03277176
771;0.031873256
772;0.030785158
773;0.031114694
774;0.029532596
775;0.030548964
776;0.03206341
777;0.031696096
778;0.029254152
779;0.031807356
780;0.031146713
781;0.03154895
782;0.029171068
783;0.030644778
784;0.030436879
785;0.030804764
786;0.03109174
787;0.03609375
788;0.0353847
789;0.03266915
790;0.032636255
791;0.03166824
792;0.0349512
793;0.034563676
794;0.03044788
795;0.034330927
796;0.030551158
797;0.033862144
798;0.03182607
799;0.03109425
800;0.031779498
801;0.032191176
802;0.029773634
803;0.029219115
804;0.02890604
805;0.03019908
806;0.029397182
807;0.028433
808;0.029665414
809;0.030825768
810;0.031340428
811;0.029840205
812;0.030413749
813;0.029362578
814;0.029566266
815;0.02895054
816;0.032278635
817;0.029384818
818;0.029181704
819;0.029597789
820;0.032000653
821;0.03326459
822;0.028360326
823;0.028555557
824;0.028899338
825;0.031033019
826;0.029833648
827;0.03137032
828;0.028903944
829;0.028740592
830;0.029623676
831;0.031484723
832;0.030376893
833;0.029904041
834;0.030864976
835;0.030379657
836;0.030888602
837;0.029406782
838;0.027937751
839;0.028677054
840;0.028444406
841;0.029698823
842;0.029665403
843;0.027536478
844;0.028662931
845;0.03286483
846;0.029571265
847;0.029075572
848;0.030923741
849;0.027736297
850;0.030278046
851;0.02888259
852;0.02757432
853;0.029390857
854;0.024804004
855;0.03195654
856;0.030197717
857;0.025909832
858;0.029965697
859;0.027720394
860;0.029699681
861;0.02938015
862;0.029641828
863;0.028462574
864;0.027977942
865;0.028969873
866;0.03271354
867;0.030102145
868;0.029955756
869;0.028354265
870;0.028621174
871;0.027696028
872;0.030351568
873;0.028486123
874;0.027633596
875;0.029109165
876;0.02684462
877;0.02967672
878;0.0283724
879;0.025879519
880;0.027985808
881;0.029280735
882;0.026096033
883;0.027888305
884;0.029035121
885;0.028677177
886;0.029063426
887;0.028657135
888;0.028506279
889;0.029926052
890;0.026167274
891;0.026750831
892;0.028811153
893;0.028665468
894;0.026373476
895;0.028277026
896;0.027794164
897;0.024923876
898;0.026225355
899;0.028492814
900;0.028205302
901;0.028519882
902;0.0298545
903;0.025450751
904;0.029544659
905;0.0263213
906;0.030441107
907;0.029973885
908;0.027120344
909;0.02943436
910;0.027245931
911;0.029173143
912;0.025573092
913;0.027161743
914;0.028173145
915;0.029901683
916;0.030225271
917;0.02980981
918;0.029443838
919;0.027817884
920;0.028140714
921;0.029269554
922;0.029113092
923;0.0255453
924;0.027745683
925;0.025007926
926;0.027151585
927;0.02691846
928;0.028076775
929;0.02749236
930;0.02773077
931;0.026920896
932;0.02783977
933;0.026630212
934;0.028767712
935;0.026872713
936;0.026425973
937;0.025878679
938;0.027074786
939;0.024421109
940;0.026776388
941;0.02838482
942;0.026225183
943;0.028711818
944;0.02678534
945;0.026037458
946;0.02435427
947;0.026472114
948;0.02661892
949;0.027037896
950;0.025965594
951;0.025984474
952;0.024889495
953;0.025975533
954;0.025634425
955;0.025674272
956;0.026365085
957;0.02481768
958;0.026078854
959;0.024480421
960;0.024974363
961;0.026381435
962;0.026423234
963;0.02574965
964;0.02580206
965;0.027645212
966;0.026249502
967;0.027207624
968;0.028007451
969;0.024885593
970;0.026434707
971;0.026192533
972;0.0277194
973;0.028314188
974;0.02528188
975;0.027833108
976;0.026374137
977;0.02643523
978;0.027907288
979;0.026485704
980;0.027779823
981;0.025436305
982;0.025232116
983;0.026004277
984;0.025613934
985;0.026625298
986;0.026481733
987;0.026201889
988;0.025929973
989;0.025935136
990;0.025162376
991;0.027893567
992;0.027005011
993;0.024924587
994;0.0274831
995;0.029311337
996;0.026357928
997;0.02591574
998;0.025102928
999;0.026668698
1000;0.024910506
1001;0.028298337
1002;0.025535699
1003;0.02469252
1004;0.025039017
1005;0.02636515
1006;0.023398133
1007;0.024427513
1008;0.026297057
1009;0.026407037
1010;0.02480764
1011;0.022935508
1012;0.024089336
1013;0.023851417
1014;0.024038536
1015;0.02365753
1016;0.026634218
1017;0.02683786
1018;0.02372523
1019;0.029646672
1020;0.027048647
1021;0.025855439
1022;0.0263894
1023;0.022766922
1024;0.02754758
1025;0.026353844
1026;0.023359463
1027;0.025212664
1028;0.025096282
1029;0.025285263
1030;0.024337035
1031;0.02528097
1032;0.02821559
1033;0.025483552
1034;0.02619466
1035;0.026318882
1036;0.026049247
1037;0.02396803
1038;0.024782304
1039;0.023728237
1040;0.02524348
1041;0.02318006
1042;0.023417542
1043;0.023242343
1044;0.024623148
1045;0.022728942
1046;0.024383878
1047;0.024774298
1048;0.022883845
1049;0.022704767
1050;0.021982515
1051;0.0211375
1052;0.023042593
1053;0.027792439
1054;0.02450655
1055;0.023623414
1056;0.022948535
1057;0.021185162
1058;0.024763104
1059;0.025386794
1060;0.023758046
1061;0.022048067
1062;0.025715526
1063;0.023779891
1064;0.023744706
1065;0.0246103
1066;0.025775729
1067;0.022920243
1068;0.024677573
1069;0.021948976
1070;0.020302808
1071;0.023858411
1072;0.024313143
1073;0.022496555
1074;0.023097787
1075;0.024763718
1076;0.022930829
1077;0.023381373
1078;0.024544308
1079;0.02558142
1080;0.022063307
1081;0.023891266
1082;0.023810543
1083;0.025377743
1084;0.022664636
1085;0.023984578
1086;0.023786958
1087;0.022802258
1088;0.022284022
1089;0.023319323
1090;0.023567
1091;0.02148064
1092;0.021982543
1093;0.022572726
1094;0.023119552
1095;0.021334032
1096;0.024198003
1097;0.023602322
1098;0.023564573
1099;0.024987994
1100;0.02248767
1101;0.023344817
1102;0.021978784
1103;0.023614204
1104;0.022643842
1105;0.024738213
1106;0.022686144
1107;0.022213817
1108;0.022404004
1109;0.023431435
1110;0.023193665
1111;0.02177571
1112;0.02326914
1113;0.022084005
1114;0.022747513
1115;0.022955973
1116;0.022396289
1117;0.022672817
1118;0.025044966
1119;0.02457923
1120;0.022368683
1121;0.023025397
1122;0.02442057
1123;0.023051843
1124;0.022628121
1125;0.021686925
1126;0.020498995
1127;0.0222511
1128;0.02087348
1129;0.022070363
1130;0.022758361
1131;0.024100695
1132;0.020608665
1133;0.022095703
1134;0.02472267
1135;0.023748662
1136;0.023073357
1137;0.022510707
1138;0.021455977
1139;0.0234355
1140;0.023458328
1141;0.021644212
1142;0.024533834
1143;0.024844378
1144;0.020916265
1145;0.020010043
1146;0.022320999
1147;0.025874872
1148;0.023367655
1149;0.022856744
1150;0.022494562
1151;0.022842407
1152;0.021864519
1153;0.022938916
1154;0.020117283
1155;0.02289421
1156;0.02181863
1157;0.023612667
1158;0.02117955
1159;0.021908466
1160;0.022160279
1161;0.020810187
1162;0.021853156
1163;0.020862777
1164;0.02162534
1165;0.022695815
1166;0.022113003
1167;0.021897152
1168;0.019392194
1169;0.022804197
1170;0.021568865
1171;0.021626279
1172;0.021599043
1173;0.021543216
1174;0.022462908
1175;0.019458514
1176;0.02174632
1177;0.020728309
1178;0.019549543
1179;0.020628856
1180;0.02184685
1181;0.020242687
1182;0.023725826
1183;0.02119238
1184;0.020221619
1185;0.021606795
1186;0.021819491
1187;0.02166192
1188;0.023153087
1189;0.021884244
1190;0.022119716
1191;0.023196645
1192;0.02051881
1193;0.023607476
1194;0.021472711
1195;0.023529254
1196;0.023370303
1197;0.020848846
1198;0.0232263
1199;0.021456314
1200;0.02017434
1201;0.020528967
1202;0.025003778
1203;0.025728341
1204;0.023493644
1205;0.024062704
1206;0.021744665
1207;0.023567948
1208;0.022447467
1209;0.021838065
1210;0.023670452
1211;0.024697464
1212;0.022795772
1213;0.022260427
1214;0.021756541
1215;0.020996023
1216;0.020219812
1217;0.019889895
1218;0.022933653
1219;0.020921946
1220;0.019392898
1221;0.02057189
1222;0.022567844
1223;0.019316267
1224;0.022224847
1225;0.021031369
1226;0.019223483
1227;0.02030065
1228;0.01999878
1229;0.019659637
1230;0.020061795
1231;0.021602128
1232;0.021700148
1233;0.020758
1234;0.021810828
1235;0.022019792
1236;0.020300962
1237;0.019289335
1238;0.021598762
1239;0.020433335
1240;0.020807292
1241;0.020164143
1242;0.021213159
1243;0.020068724
1244;0.018789165
1245;0.02295909
1246;0.020066563
1247;0.020375378
1248;0.020071037
1249;0.018955864
1250;0.01824982
1251;0.019540865
1252;0.019875737
1253;0.018730158
1254;0.02177675
1255;0.017440699
1256;0.021606978
1257;0.02026701
1258;0.018598858
1259;0.02105031
1260;0.021214627
1261;0.02107951
1262;0.019306298
1263;0.0227153
1264;0.022267463
1265;0.019567017
1266;0.020693582
1267;0.021764103
1268;0.022680137
1269;0.020218719
1270;0.022202633
1271;0.025063192
1272;0.022501977
1273;0.023004636
1274;0.021386988
1275;0.021841314
1276;0.022213679
1277;0.022739857
1278;0.020281792
1279;0.019372288
1280;0.022104064
1281;0.020783156
1282;0.019480944
1283;0.020414684
1284;0.020044435
1285;0.021039803
1286;0.020305201
1287;0.020007368
1288;0.019495526
1289;0.02159448
1290;0.020035537
1291;0.020624235
1292;0.020149551
1293;0.019795548
1294;0.019361213
1295;0.020579997
1296;0.020398308
1297;0.01985541
1298;0.020936225
1299;0.020372778
1300;0.01922664
1301;0.02207029
1302;0.020239873
1303;0.019478034
1304;0.021130413
1305;0.020973317
1306;0.020022593
1307;0.02004874
1308;0.021337295
1309;0.020578641
1310;0.020872673
1311;0.020960053
1312;0.0218486
1313;0.019329404
1314;0.017987993
1315;0.018249853
1316;0.018976713
1317;0.021424452
1318;0.021389833
1319;0.019681457
1320;0.019538237
1321;0.020389877
1322;0.020100532
1323;0.021288354
1324;0.018546358
1325;0.022487592
1326;0.02038735
1327;0.021031635
1328;0.02057339
1329;0.02013132
1330;0.020836106
1331;0.022511262
1332;0.020014135
1333;0.021082232
1334;0.02143883
1335;0.022119872
1336;0.0216339
1337;0.02175771
1338;0.02132712
1339;0.020419141
1340;0.021145403
1341;0.020861335
1342;0.020516966
1343;0.019792255
1344;0.021229144
1345;0.01980293
1346;0.020100988
1347;0.022127517
1348;0.020637976
1349;0.019419393
1350;0.0215532
1351;0.020644674
1352;0.02085072
1353;0.022361528
1354;0.021823518
1355;0.018310923
1356;0.01935206
1357;0.021409282
1358;0.020336118
1359;0.02009391
1360;0.02136673
1361;0.020838533
1362;0.019820347
1363;0.019788044
1364;0.020076912
1365;0.019106204
1366;0.01996478
1367;0.017786674
1368;0.020183953
1369;0.019793026
1370;0.019818056
1371;0.019624608
1372;0.019912627
1373;0.020342615
1374;0.018155165
1375;0.019466262
1376;0.02113019
1377;0.01981022
1378;0.019241463
1379;0.018754486
1380;0.01985212
1381;0.017270543
1382;0.020019205
1383;0.020711038
1384;0.020450123
1385;0.019337438
1386;0.020446835
1387;0.018062424
1388;0.01893901
1389;0.018837413
1390;0.020682532
1391;0.018860815
1392;0.019181326
1393;0.017130608
1394;0.018839829
1395;0.021353882
1396;0.018315557
1397;0.019952927
1398;0.019145943
1399;0.019423801
1400;0.019293074
1401;0.019737221
1402;0.019001087
1403;0.018636156
1404;0.021588873
1405;0.019950252
1406;0.021118
1407;0.022263467
1408;0.017144157
1409;0.018383544
1410;0.019221032
1411;0.019810034
1412;0.019521052
1413;0.020030025
1414;0.019471873
1415;0.018283647
1416;0.019006697
1417;0.019967126
1418;0.02039729
1419;0.02035559
1420;0.018588703
1421;0.019812485
1422;0.019336212
1423;0.019068269
1424;0.020452354
1425;0.018332288
1426;0.019178078
1427;0.018524472
1428;0.019499667
1429;0.019432604
1430;0.020053633
1431;0.020127412
1432;0.020076409
1433;0.019710954
1434;0.018870955
1435;0.019664105
1436;0.017398424
1437;0.020052735
1438;0.01752906
1439;0.017401557
1440;0.018651996
1441;0.018418033
1442;0.0183926
1443;0.018808912
1444;0.017551187
1445;0.017447967
1446;0.016985398
1447;0.018774696
1448;0.018997598
1449;0.018091854
1450;0.01764484
1451;0.017938975
1452;0.018653072
1453;0.017035307
1454;0.018016022
1455;0.018537331
1456;0.018408127
1457;0.017906405
1458;0.017321093
1459;0.017552573
1460;0.018333692
1461;0.01675378
1462;0.01722338
1463;0.017318306
1464;0.016771141
1465;0.019790057
1466;0.019057255
1467;0.017794043
1468;0.020655775
1469;0.015710544
1470;0.017986957
1471;0.01750316
1472;0.016475387
1473;0.016449284
1474;0.018195465
1475;0.017406547
1476;0.016587667
1477;0.01667066
1478;0.018238226
1479;0.01730192
1480;0.017054066
1481;0.017655522
1482;0.016768707
1483;0.017701548
1484;0.017070964
1485;0.017677607
1486;0.016332712
1487;0.01637049
1488;0.017365072
1489;0.017718054
1490;0.01740156
1491;0.018883629
1492;0.018761389
1493;0.017457262
1494;0.019134331
1495;0.018192556
1496;0.017999697
1497;0.014939354
1498;0.01823157
1499;0.016813047
1500;0.017779157
1501;0.016839013
1502;0.016412187
1503;0.018681724
1504;0.018268771
1505;0.018497564
1506;0.019623697
1507;0.017490221
1508;0.018623184
1509;0.017739799
1510;0.017148497
1511;0.016080294
1512;0.019245744
1513;0.016437609
1514;0.017650124
1515;0.017167054
1516;0.018929556
1517;0.01712624
1518;0.018811215
1519;0.01811435
1520;0.01727713
1521;0.016981687
1522;0.016707065
1523;0.017683595
1524;0.017852522
1525;0.018011624
1526;0.017373983
1527;0.017096482
1528;0.01857743
1529;0.016452212
1530;0.016766073
1531;0.016063264
1532;0.017539598
1533;0.01644901
1534;0.015630972
1535;0.018897545
1536;0.016643085
1537;0.017003186
1538;0.017161604
1539;0.019174414
1540;0.016137334
1541;0.017482083
1542;0.018550703
1543;0.01660497
1544;0.0176242
1545;0.01807262
1546;0.01707045
1547;0.017295087
1548;0.016221616
1549;0.015843958
1550;0.016763026
1551;0.016655762
1552;0.017592236
1553;0.016758509
1554;0.016998785
1555;0.016809022
1556;0.016127601
1557;0.016687665
1558;0.015883282
1559;0.015472808
1560;0.01661776
1561;0.016308816
1562;0.015730942
1563;0.017061315
1564;0.01597019
1565;0.015839167
1566;0.0163581
1567;0.017639454
1568;0.016168255
1569;0.01565085
1570;0.015295613
1571;0.016444247
1572;0.01610522
1573;0.016508527
1574;0.015135247
1575;0.01628663
1576;0.016598588
1577;0.01531513
1578;0.016513333
1579;0.018407067
1580;0.017549409
1581;0.016882889
1582;0.018417923
1583;0.016486257
1584;0.01771135
1585;0.017609293
1586;0.016305976
1587;0.016984861
1588;0.017286506
1589;0.01621456
1590;0.016778674
1591;0.016236503
1592;0.016006047
1593;0.016325744
1594;0.016679993
1595;0.016380895
1596;0.015588915
1597;0.015552472
1598;0.017772691
1599;0.01856368
1600;0.016315106
1601;0.018239763
1602;0.017733518
1603;0.01759275
1604;0.017931502
1605;0.01694792
1606;0.0161988
1607;0.01639153
1608;0.014714966
1609;0.016926326
1610;0.014543186
1611;0.016524227
1612;0.017289337
1613;0.016803052
1614;0.01860008
1615;0.016743865
1616;0.016660366
1617;0.016278453
1618;0.016533101
1619;0.016712122
1620;0.017432809
1621;0.017295334
1622;0.015414803
1623;0.014918065
1624;0.015517999
1625;0.017462026
1626;0.017776527
1627;0.015527587
1628;0.016796485
1629;0.015254393
1630;0.016633332
1631;0.0154295545
1632;0.01558256
1633;0.01541852
1634;0.01464243
1635;0.015484946
1636;0.01525525
1637;0.016499044
1638;0.015285077
1639;0.016429987
1640;0.01665993
1641;0.014468754
1642;0.013961083
1643;0.014856964
1644;0.016611617
1645;0.016162682
1646;0.014644664
1647;0.017615335
1648;0.017289454
1649;0.015766092
1650;0.016057901
1651;0.017196964
1652;0.017303694
1653;0.018303651
1654;0.01512911
1655;0.01667501
1656;0.015246645
1657;0.015005567
1658;0.014658395
1659;0.013973315
1660;0.015190569
1661;0.015351571
1662;0.015742995
1663;0.014885233
1664;0.014209446
1665;0.015471619
